dataname,syn_group,html_path,region_name,syn_type,Most similar known cluster,Similarity
GCF_045162655.1_NZ_CP108728.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162655.1\index.html,#r1c16,NI-siderophore,0,0
GCF_045162565.1_NZ_CP108733.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162565.1\index.html,#r1c15,NI-siderophore,0,0
GCF_045162645.1_NZ_CP108730.1.region021,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162645.1\index.html,#r1c21,NI-siderophore,0,0
GCF_045162825.1_NZ_CP108676.1.region017,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162825.1\index.html,#r1c17,NI-siderophore,0,0
GCF_036187565.1_NZ_CP108087.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036187565.1\index.html,#r1c13,NI-siderophore,0,0
GCF_036196325.1_NZ_CP108102.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036196325.1\index.html,#r1c13,NI-siderophore,0,0
GCF_045160925.1_NZ_CP108145.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160925.1\index.html,#r1c13,NI-siderophore,0,0
GCF_045160915.1_NZ_CP108147.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160915.1\index.html,#r1c20,NI-siderophore,0,0
GCF_036226645.1_NZ_CP109004.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226645.1\index.html,#r1c18,NI-siderophore,0,0
GCF_041051895.1_NZ_CP163431.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041051895.1\index.html,#r1c20,NI-siderophore,0,0
GCF_045040345.1_NZ_CP109416.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040345.1\index.html,#r1c18,NI-siderophore,0,0
GCF_036226385.1_NZ_CP108463.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226385.1\index.html,#r1c14,NI-siderophore,0,0
GCF_036118775.1_NZ_CP107998.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036118775.1\index.html,#r1c12,NI-siderophore,0,0
GCF_035982055.1_NZ_CP108427.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035982055.1\index.html,#r1c11,NI-siderophore,0,0
GCF_033335955.1_NZ_CP137549.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033335955.1\index.html,#r1c12,NI-siderophore,0,0
GCF_045040365.1_NZ_CP130730.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040365.1\index.html,#r1c20,NI-siderophore,0,0
GCF_045209635.1_NZ_CP109293.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209635.1\index.html,#r1c12,NI-siderophore,0,0
GCF_032105745.1_NZ_CP134875.1.region005,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_032105745.1\index.html,#r1c5,NI-siderophore,0,0
GCF_036226765.1_NZ_CP109017.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226765.1\index.html,#r1c14,NI-siderophore,0,0
GCF_045041055.1_NZ_CP108339.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041055.1\index.html,#r1c9,NI-siderophore,0,0
GCF_036189845.1_NZ_CP108326.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036189845.1\index.html,#r1c16,NI-siderophore,0,0
GCF_021442415.2_NZ_CP150879.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021442415.2\index.html,#r1c9,NI-siderophore,0,0
GCF_045206515.1_NZ_CP108323.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206515.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045206425.1_NZ_CP108324.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206425.1\index.html,#r1c16,NI-siderophore,0,0
GCF_036189065.1_NZ_CP108325.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036189065.1\index.html,#r1c9,NI-siderophore,0,0
GCF_036224405.1_NZ_CP108330.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036224405.1\index.html,#r1c9,NI-siderophore,0,0
GCF_036190545.1_NZ_CP108329.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036190545.1\index.html,#r1c9,NI-siderophore,0,0
GCF_036226185.1_NZ_CP108343.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226185.1\index.html,#r1c9,NI-siderophore,0,0
GCF_041439005.1_NZ_CP109581.1.region010,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041439005.1\index.html,#r1c10,NI-siderophore,0,0
GCF_037099765.1_NZ_CP146837.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037099765.1\index.html,#r1c9,NI-siderophore,0,0
GCF_036347095.1_NZ_CP108895.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347095.1\index.html,#r1c16,NI-siderophore,0,0
GCF_028885415.1_NZ_CP118527.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028885415.1\index.html,#r1c19,NI-siderophore,0,0
GCF_022807935.1_NZ_CP094344.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022807935.1\index.html,#r1c11,NI-siderophore,0,0
GCF_006716135.1_NZ_CP022310.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_006716135.1\index.html,#r1c13,NI-siderophore,0,0
GCF_044590125.1_NZ_CP172447.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044590125.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045039985.1_NZ_CP109571.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039985.1\index.html,#r1c11,NI-siderophore,0,0
GCF_045276945.1_NZ_CP109242.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045276945.1\index.html,#r1c12,NI-siderophore,0,0
GCF_045209725.1_NZ_CP109275.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209725.1\index.html,#r1c12,NI-siderophore,0,0
GCF_045206015.1_NZ_CP108200.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206015.1\index.html,#r1c15,NI-siderophore,0,0
GCF_035917655.1_NZ_CP109102.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917655.1\index.html,#r1c12,NI-siderophore,0,0
GCF_033406955.1_NZ_CP137734.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033406955.1\index.html,#r1c11,NI-siderophore,0,0
GCF_003369795.1_NZ_CP026730.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003369795.1\index.html,#r1c12,NI-siderophore,0,0
GCF_046628145.1_NZ_CP176874.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_046628145.1\index.html,#r1c14,NI-siderophore,0,0
GCF_045041415.1_NZ_CP108218.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041415.1\index.html,#r1c12,NI-siderophore,0,0
GCF_036101175.1_NZ_CP107977.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036101175.1\index.html,#r1c15,NI-siderophore,0,0
GCF_027947595.1_NZ_CP116257.1.region004,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027947595.1\index.html,#r1c4,NI-siderophore,0,0
GCF_036130235.1_NZ_CP108008.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036130235.1\index.html,#r1c14,NI-siderophore,0,0
GCF_036226945.1_NZ_CP109205.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226945.1\index.html,#r1c13,NI-siderophore,0,0
GCF_008931305.1_NZ_CP042324.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008931305.1\index.html,#r1c14,NI-siderophore,0,0
GCF_013317105.1_NZ_CP050522.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013317105.1\index.html,#r1c14,NI-siderophore,0,0
GCF_000739105.1_NZ_CP009124.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000739105.1\index.html,#r1c12,NI-siderophore,0,0
GCF_009495655.1_NZ_CP045547.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009495655.1\index.html,#r1c13,NI-siderophore,0,0
GCF_030930975.1_NZ_CP133215.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030930975.1\index.html,#r1c11,NI-siderophore,0,0
GCF_001660045.1_NZ_CP015866.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\index.html,#r1c11,NI-siderophore,0,0
GCF_030028615.1_NZ_CP124542.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030028615.1\index.html,#r1c11,NI-siderophore,0,0
GCF_036246005.1_NZ_CP109171.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036246005.1\index.html,#r1c15,NI-siderophore,0,0
GCF_021383925.1_NZ_CP085300.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021383925.1\index.html,#r1c11,NI-siderophore,0,0
GCF_030552875.1_NZ_CP130681.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030552875.1\index.html,#r1c11,NI-siderophore,0,0
GCF_013364375.1_NZ_CP054920.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013364375.1\index.html,#r1c13,NI-siderophore,0,0
GCF_003950055.1_NZ_CP034353.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003950055.1\index.html,#r1c13,NI-siderophore,0,0
GCF_045039645.1_NZ_CP108643.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039645.1\index.html,#r1c13,NI-siderophore,0,0
GCF_018310575.1_NZ_CP074111.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310575.1\index.html,#r1c12,NI-siderophore,0,0
GCF_000772045.1_NZ_CP009754.1.region011,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000772045.1\index.html,#r1c11,NI-siderophore,0,0
GCF_044591655.1_NZ_CP172448.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044591655.1\index.html,#r1c16,NI-siderophore,0,0
GCF_001767375.1_NZ_CP016795.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\index.html,#r1c20,NI-siderophore,0,0
GCF_011650445.1_NZ_CP036534.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011650445.1\index.html,#r1c19,NI-siderophore,0,0
GCF_022827705.1_NZ_CP094676.1.region006,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022827705.1\index.html,#r1c6,NI-siderophore,0,0
GCF_029866785.1_NZ_CP102359.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029866785.1\index.html,#r1c19,NI-siderophore,0,0
GCF_015244315.1_NZ_CP043317.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_015244315.1\index.html,#r1c18,NI-siderophore,0,0
GCF_001632865.1_NZ_CP012949.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\index.html,#r1c13,NI-siderophore,0,0
GCF_001267885.1_NZ_CP012382.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001267885.1\index.html,#r1c12,NI-siderophore,0,0
GCF_030863865.1_NZ_CP121271.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030863865.1\index.html,#r1c18,NI-siderophore,0,0
GCF_034422375.1_NZ_CP139824.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_034422375.1\index.html,#r1c20,NI-siderophore,0,0
GCF_020034615.1_NZ_CP083267.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.1\index.html,#r1c18,NI-siderophore,0,0
GCF_020034615.2_NZ_CP083267.2.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_020034615.2\index.html,#r1c18,NI-siderophore,0,0
GCF_005490965.1_NZ_CP027297.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_005490965.1\index.html,#r1c18,NI-siderophore,0,0
GCF_004795715.1_NZ_CP039123.1.region017,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_004795715.1\index.html,#r1c17,NI-siderophore,0,0
GCF_040819605.1_NZ_CP161948.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_040819605.1\index.html,#r1c13,NI-siderophore,0,0
GCF_964272505.1_NZ_OZ186791.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272505.1\index.html,#r1c18,NI-siderophore,0,0
GCF_964272455.1_NZ_OZ186793.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272455.1\index.html,#r1c16,NI-siderophore,0,0
GCF_964272335.1_NZ_OZ186760.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_964272335.1\index.html,#r1c15,NI-siderophore,0,0
GCF_002005225.1_NZ_CP019724.1.region015,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002005225.1\index.html,#r1c15,NI-siderophore,0,0
GCF_031583065.1_NZ_CP134053.1.region003,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031583065.1\index.html,#r1c3,NI-siderophore,0,0
GCF_021029465.1_NZ_CP084203.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021029465.1\index.html,#r1c19,NI-siderophore,0,0
GCF_023702655.1_NZ_CP098485.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_023702655.1\index.html,#r1c18,NI-siderophore,0,0
GCF_003955715.1_NZ_CP034463.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003955715.1\index.html,#r1c20,NI-siderophore,0,0
GCF_024612035.1_NZ_CP102513.1.region024,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024612035.1\index.html,#r1c24,NI-siderophore,0,0
GCF_024612015.1_NZ_CP102512.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024612015.1\index.html,#r1c13,NI-siderophore,0,0
GCF_001685355.1_NZ_CP016438.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\index.html,#r1c19,NI-siderophore,0,0
GCF_003344445.1_NZ_CP022744.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003344445.1\index.html,#r1c12,NI-siderophore,0,0
GCF_014083905.1_NZ_CP046024.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014083905.1\index.html,#r1c19,NI-siderophore,0,0
GCF_025402955.1_NZ_CP104794.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_025402955.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045161325.1_NZ_CP107760.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161325.1\index.html,#r1c13,NI-siderophore,0,0
GCF_035917115.1_NZ_CP107810.1.region007,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917115.1\index.html,#r1c7,NI-siderophore,0,0
GCF_036347155.1_NZ_CP108971.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347155.1\index.html,#r1c18,NI-siderophore,0,0
GCF_036346085.1_NZ_CP107809.1.region017,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346085.1\index.html,#r1c17,NI-siderophore,0,0
GCF_045161765.1_NZ_CP108978.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161765.1\index.html,#r1c16,NI-siderophore,0,0
GCF_045161645.1_NZ_CP130729.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161645.1\index.html,#r1c18,NI-siderophore,0,0
GCF_041431155.1_NZ_CP107813.1.region016,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041431155.1\index.html,#r1c16,NI-siderophore,0,0
GCF_045161695.1_NZ_CP130728.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161695.1\index.html,#r1c12,NI-siderophore,0,0
GCF_045161705.1_NZ_CP109034.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161705.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045161505.1_NZ_CP130731.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161505.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045209695.1_NZ_CP109280.1.region009,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209695.1\index.html,#r1c9,NI-siderophore,0,0
GCF_045161545.1_NZ_CP109046.1.region008,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161545.1\index.html,#r1c8,NI-siderophore,0,0
GCF_045161725.1_NZ_CP108987.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161725.1\index.html,#r1c13,NI-siderophore,0,0
GCF_045040885.1_NZ_CP108304.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040885.1\index.html,#r1c14,NI-siderophore,0,0
GCF_045160325.1_NZ_CP108306.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160325.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045041255.1_NZ_CP108235.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041255.1\index.html,#r1c12,NI-siderophore,0,0
GCF_036345035.1_NZ_CP107755.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345035.1\index.html,#r1c14,NI-siderophore,0,0
GCF_018128905.1_NZ_CP063808.1.region006,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018128905.1\index.html,#r1c6,NI-siderophore,0,0
GCF_045207405.1_NZ_CP108818.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207405.1\index.html,#r1c19,NI-siderophore,0,0
GCF_045207465.1_NZ_CP108797.1.region020,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207465.1\index.html,#r1c20,NI-siderophore,0,0
GCF_045206245.1_NZ_CP108179.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206245.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045041285.1_NZ_CP108227.1.region013,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041285.1\index.html,#r1c13,NI-siderophore,0,0
GCF_045041025.1_NZ_CP108299.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041025.1\index.html,#r1c18,NI-siderophore,0,0
GCF_041435015.1_NZ_CP107989.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435015.1\index.html,#r1c14,NI-siderophore,0,0
GCF_036110805.1_NZ_CP107986.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036110805.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045162685.1_NZ_CP108709.1.region019,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162685.1\index.html,#r1c19,NI-siderophore,0,0
GCF_036177905.1_NZ_CP108065.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036177905.1\index.html,#r1c12,NI-siderophore,0,0
GCF_045040845.1_NZ_CP108322.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040845.1\index.html,#r1c12,NI-siderophore,0,0
GCF_045206945.1_NZ_CP107733.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206945.1\index.html,#r1c14,NI-siderophore,0,0
GCF_045207135.1_NZ_CP109050.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207135.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045207065.1_NZ_CP107730.1.region018,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207065.1\index.html,#r1c18,NI-siderophore,0,0
GCF_045160145.1_NZ_CP108321.1.region014,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160145.1\index.html,#r1c14,NI-siderophore,0,0
GCF_045039975.1_NZ_CP109574.1.region012,2,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039975.1\index.html,#r1c12,NI-siderophore,0,0
