dataname,syn_group,html_path,region_name,syn_type,Most similar known cluster,Similarity
GCF_025643015.1_NZ_CP081179.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_025643015.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_025643055.1_NZ_CP081181.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_025643055.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_028583525.1_NZ_CP080460.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_028583525.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_025643075.1_NZ_CP081182.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_025643075.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_025643035.1_NZ_CP081180.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_025643035.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_024971995.1_NZ_CP080461.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_024971995.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_002162115.2_NZ_CP021417.2.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002162115.2\index.html,#r1c2,NI-siderophore,0,0.0
GCF_001047215.2_NZ_CP012022.2.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001047215.2\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001889145.1_NZ_CP017384.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001889145.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_029674565.1_NZ_CP121342.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_029674565.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_041080695.1_NZ_CP115163.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_041080695.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_041080705.1_NZ_CP115164.1.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_041080705.1\index.html,#r1c2,NI-siderophore,0,0.0
GCF_041080685.1_NZ_CP115162.1.region007,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_041080685.1\index.html,#r1c7,NI-siderophore,0,0.0
GCF_000265545.3_NC_018019.3.region002,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000265545.3\index.html,#r1c2,NI-siderophore,0,0.0
GCF_024296985.1_NZ_CP101133.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_024296985.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026647855.1_NZ_CP085644.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026647855.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026648075.1_NZ_CP085646.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648075.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026648235.1_NZ_CP085648.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648235.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026648355.1_NZ_CP085650.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648355.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650265.1_NZ_CP085652.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650265.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650305.1_NZ_CP085654.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650305.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650345.1_NZ_CP085656.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650345.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650385.1_NZ_CP085658.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650385.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650425.1_NZ_CP085660.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650425.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650465.1_NZ_CP085662.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650465.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650525.1_NZ_CP085665.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650525.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650565.1_NZ_CP085667.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650565.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650605.1_NZ_CP085669.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650605.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650645.1_NZ_CP085671.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650645.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650685.1_NZ_CP085673.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650685.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650725.1_NZ_CP085675.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650725.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650765.1_NZ_CP085677.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650765.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650805.1_NZ_CP085679.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650805.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650845.1_NZ_CP085681.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650845.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026740135.1_NZ_CP085664.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026740135.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650825.1_NZ_CP085680.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650825.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650785.1_NZ_CP085678.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650785.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650745.1_NZ_CP085676.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650745.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650705.1_NZ_CP085674.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650705.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650665.1_NZ_CP085672.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650665.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650625.1_NZ_CP085670.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650625.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650585.1_NZ_CP085668.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650585.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650545.1_NZ_CP085666.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650545.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650485.1_NZ_CP085663.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650485.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650445.1_NZ_CP085661.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650445.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650405.1_NZ_CP085659.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650405.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650365.1_NZ_CP085657.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650365.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650325.1_NZ_CP085655.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650325.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026650285.1_NZ_CP085653.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650285.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026648415.1_NZ_CP085651.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648415.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026648315.1_NZ_CP085649.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648315.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026648185.1_NZ_CP085647.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648185.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026647995.1_NZ_CP085645.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026647995.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_026647725.1_NZ_CP085643.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026647725.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_901482545.1_NZ_LR590478.1.region007,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_901482545.1\index.html,#r1c7,NI-siderophore,0,0.0
GCF_001186445.1_NZ_CP012136.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001186445.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867085.1_NZ_CP015187.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867085.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867005.1_NZ_CP015183.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867005.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001969085.2_NZ_CP026501.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969085.2\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001969145.1_NZ_CP023395.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969145.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001969095.1_NZ_CP024442.1.region006,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969095.1\index.html,#r1c6,NI-siderophore,0,0.0
GCF_001867045.1_NZ_CP015185.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867045.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001969165.3_NZ_CP021982.2.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969165.3\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867065.1_NZ_CP015186.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867065.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001866985.1_NZ_CP015192.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001866985.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001922285.1_NZ_CP017292.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001922285.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001922265.1_NZ_CP017291.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001922265.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867105.1_NZ_CP015188.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867105.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867125.1_NZ_CP015189.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867125.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867145.1_NZ_CP015190.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867145.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867025.1_NZ_CP015184.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867025.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001867165.1_NZ_CP015191.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867165.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001579825.2_NZ_CP013260.2.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001579825.2\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001579865.1_NZ_CP013261.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001579865.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001579885.2_NZ_CP013262.2.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001579885.2\index.html,#r1c3,NI-siderophore,0,0.0
GCF_009762695.1_NZ_CP046734.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009762695.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_000248375.2_NC_016932.2.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000248375.2\index.html,#r1c3,NI-siderophore,0,0.0
GCF_000263755.5_NC_017945.3.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000263755.5\index.html,#r1c3,NI-siderophore,0,0.0
GCF_000259155.4_NC_017730.4.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000259155.4\index.html,#r1c3,NI-siderophore,0,0.0
GCF_000227605.3_NC_017307.3.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000227605.3\index.html,#r1c3,NI-siderophore,0,0.0
GCF_045588645.1_NZ_CP052883.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_045588645.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_046523895.1_NZ_CP052882.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_046523895.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_901482565.1_NZ_LR590479.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_901482565.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_000241855.1_NC_016781.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000241855.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_001298505.1_NZ_CP012695.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001298505.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_001975165.1_NZ_CP017711.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001975165.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_001653315.1_NZ_CP014543.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001653315.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_009759765.1_NZ_CP046644.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009759765.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_000258385.1_NC_017462.1.region003,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000258385.1\index.html,#r1c3,NI-siderophore,0,0.0
GCF_002869805.1_NZ_CP024995.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002869805.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_002953955.1_NZ_CP026524.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953955.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_008462025.1_NZ_CP035789.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_008462025.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_002953315.1_NZ_CP026499.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953315.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_002953235.1_NZ_CP026374.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953235.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_002953275.1_NZ_CP026500.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953275.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_008461845.1_NZ_CP036149.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_008461845.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_008461625.1_NZ_CP035745.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_008461625.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_003955885.1_NZ_CP034411.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003955885.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_003955905.1_NZ_CP034410.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003955905.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_006974085.1_NZ_CP035714.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006974085.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_004193635.1_NZ_CP035715.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193635.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004193655.1_NZ_CP035716.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193655.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004193675.1_NZ_CP035717.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193675.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004193695.1_NZ_CP035718.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193695.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004193955.1_NZ_CP035719.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193955.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004295625.1_NZ_CP036169.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004295625.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004323755.1_NZ_CP036257.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004323755.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004323775.1_NZ_CP036258.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004323775.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_004332355.1_NZ_CP036457.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004332355.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_004332375.1_NZ_CP036469.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004332375.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004353245.1_NZ_CP036535.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004353245.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_006974065.1_NZ_CP035642.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006974065.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_004771435.1_NZ_CP038431.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004771435.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_004941425.1_NZ_CP039633.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004941425.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_005341445.1_NZ_CP039866.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_005341445.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_005341465.1_NZ_CP039867.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_005341465.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_006971065.1_NZ_CP035641.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971065.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_006971245.1_NZ_CP035640.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971245.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_006971425.1_NZ_CP035678.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971425.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_006971625.1_NZ_CP035679.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971625.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_009762615.1_NZ_CP046733.1.region005,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009762615.1\index.html,#r1c5,NI-siderophore,0,0.0
GCF_009759745.1_NZ_CP046643.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009759745.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_009759725.1_NZ_CP046642.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009759725.1\index.html,#r1c4,NI-siderophore,0,0.0
GCF_009789135.1_NZ_CP046862.1.region004,1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009789135.1\index.html,#r1c4,NI-siderophore,0,0.0
