dataname,syn_group,html_path,region_name,syn_type,Most similar known cluster,Similarity
GCF_032145515.1_NZ_CP135060.1.region008,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032145515.1\index.html,#r1c8,NI-siderophore,petrobactin,1.0
GCF_045287585.1_NZ_CP138336.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_045287585.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_001518875.1_NZ_CP011145.1.region008,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001518875.1\index.html,#r1c8,NI-siderophore,petrobactin,1.0
GCF_001548175.1_NZ_AP014864.1.region007,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001548175.1\index.html,#r1c7,NI-siderophore,petrobactin,1.0
GCF_001277915.1_NZ_CP012483.1.region008,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001277915.1\index.html,#r1c8,NI-siderophore,petrobactin,1.0
GCF_000835025.1_NZ_CP009351.1.region008,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_000835025.1\index.html,#r1c8,NI-siderophore,petrobactin,1.0
GCF_023094015.1_NZ_CP095767.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023094015.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_031169915.1_NZ_CP133362.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_031169915.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_034078685.1_NZ_CP139214.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_034078685.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_025960305.1_NZ_CP110109.1.region010,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025960305.1\index.html,#r1c10,NI-siderophore,petrobactin,1.0
GCF_040712275.1_NZ_CP160237.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_040712275.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_030718705.1_NZ_CP132200.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030718705.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_045277855.1_NZ_CP127331.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_045277855.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_024498915.1_NZ_CP091476.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024498915.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_022816845.1_NZ_CP094624.1.region006,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022816845.1\index.html,#r1c6,NI-siderophore,petrobactin,1.0
GCF_040210495.1_NZ_CP157848.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_040210495.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_040937925.1_NZ_CP162505.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_040937925.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_029590375.1_NZ_CP120958.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029590375.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_027920485.1_NZ_CP115856.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027920485.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_024584625.1_NZ_CP089601.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024584625.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_021442085.1_NZ_CP090421.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021442085.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_041879445.1_NZ_CP168976.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_041879445.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_045780845.1_NZ_CP121350.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_045780845.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_021655295.1_NZ_AP022981.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655295.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_029201265.1_NZ_CP119300.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029201265.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_024299105.1_NZ_CP091971.1.region001,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024299105.1\index.html,#r1c1,NI-siderophore,petrobactin,1.0
GCF_022699365.1_NZ_CP093928.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022699365.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_021391515.1_NZ_CP090081.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021391515.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_039954905.1_NZ_CP157205.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_039954905.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_039134555.1_NZ_CP152433.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_039134555.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_045057165.1_NZ_CP170495.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_045057165.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_023516415.1_NZ_CP097351.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023516415.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_037966225.1_NZ_CP150193.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037966225.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_032595315.1_NZ_CP130491.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032595315.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_021595545.1_NZ_CP074714.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021595545.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_030406205.1_NZ_CP129005.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030406205.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_030518615.1_NZ_CP130335.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030518615.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_025502485.1_NZ_CP106675.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502485.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_023008425.1_NZ_CP095377.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023008425.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_030166715.1_NZ_CP126474.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030166715.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_031325985.1_NZ_CP133649.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_031325985.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_027625975.1_NZ_CP115307.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027625975.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_030064245.1_NZ_CP106987.1.region006,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030064245.1\index.html,#r1c6,NI-siderophore,petrobactin,1.0
GCF_028607045.1_NZ_CP117421.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028607045.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_023824075.1_NZ_CP085406.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023824075.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_033452345.1_NZ_CP137767.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_033452345.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_046529345.1_NZ_CP125661.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_046529345.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_022700995.1_NZ_CP063975.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022700995.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_040959295.1_NZ_CP162629.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_040959295.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_002215175.1_NZ_CP016595.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002215175.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_001816185.2_NZ_CP049978.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001816185.2\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_013267275.1_NZ_CP053954.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_013267275.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_006384875.1_NZ_CP029454.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_006384875.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_006349715.2_NZ_CP085498.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_006349715.2\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_008274905.1_NZ_CP031068.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_008274905.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_009861435.1_NZ_CP046398.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009861435.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_018309165.1_NZ_CP072774.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_018309165.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_002184245.1_NZ_CP019230.1.region002,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002184245.1\index.html,#r1c2,NI-siderophore,petrobactin,1.0
GCF_002214705.1_NZ_CP016315.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002214705.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_002224345.1_NZ_CP022445.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002224345.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_005707595.1_NZ_CP029468.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_005707595.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_004771155.1_NZ_CP028516.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_004771155.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_002214765.1_NZ_CP017234.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002214765.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_008274865.1_NZ_CP031062.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_008274865.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_008274885.1_NZ_CP031065.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_008274885.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_006349735.2_NZ_CP085501.1.region006,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_006349735.2\index.html,#r1c6,NI-siderophore,petrobactin,1.0
GCF_013340745.1_NZ_CP050183.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_013340745.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_003020845.1_NZ_CP020383.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_003020845.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_002173755.1_NZ_CP017577.1.region002,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002173755.1\index.html,#r1c2,NI-siderophore,petrobactin,1.0
GCF_016774575.1_NZ_CP068724.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_016774575.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_019704155.2_NZ_AP024504.2.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_019704155.2\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_002000005.1_NZ_CP014486.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002000005.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_006094295.1_NZ_CP034551.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_006094295.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_002216125.1_NZ_CP016360.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002216125.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_013394245.1_NZ_CP043966.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_013394245.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_009739965.1_NZ_CP040340.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009739965.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_008041975.1_NZ_CP042929.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_008041975.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_003991175.1_NZ_CP021436.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_003991175.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_013284455.2_NZ_CP085506.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_013284455.2\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_013284505.2_NZ_CP085510.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_013284505.2\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_009224065.1_NZ_CP042270.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009224065.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_001721145.1_NZ_CP012691.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001721145.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_003568565.1_NZ_CP023245.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_003568565.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_004799705.1_NZ_CP026607.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_004799705.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_001635995.1_NZ_CP011155.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001635995.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_016774555.1_NZ_CP068719.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_016774555.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_006151925.1_NZ_CP040782.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_006151925.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_001721165.1_NZ_CP015250.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001721165.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_018884185.1_NZ_CP063158.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_018884185.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_009497015.2_NZ_CP045606.2.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009497015.2\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_016774535.1_NZ_CP068717.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_016774535.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_002119445.1_NZ_CP021061.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002119445.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_001685565.1_NZ_CP015350.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001685565.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_001635955.1_NZ_CP011153.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001635955.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_001635915.1_NZ_CP011151.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001635915.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_002220285.1_NZ_CP017060.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002220285.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_018885365.1_NZ_CP076539.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_018885365.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_003445395.2_NZ_CP013275.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_003445395.2\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_013113775.1_NZ_CP051858.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_013113775.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_013267295.1_NZ_CP053972.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_013267295.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_009025915.1_NZ_CP045030.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009025915.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_004006495.1_NZ_CP030982.1.region005,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_004006495.1\index.html,#r1c5,NI-siderophore,petrobactin,1.0
GCF_001640965.1_NZ_CP015176.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001640965.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_002025105.1_NZ_CP020002.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_002025105.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_000021305.1_NC_011772.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_000021305.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_000940785.1_NZ_CP010577.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_000940785.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
GCF_000292705.1_NC_018508.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_000292705.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_001182785.1_NZ_CP012099.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_001182785.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_000306745.1_NC_018877.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_000306745.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_000341665.1_NC_020376.1.region003,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_000341665.1\index.html,#r1c3,NI-siderophore,petrobactin,1.0
GCF_000497525.1_NC_022873.1.region004,1,\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_000497525.1\index.html,#r1c4,NI-siderophore,petrobactin,1.0
