"","Unnamed..0","X","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","strainName","folder_path","BGC_number","version","gbk_path","definition","length","topology","start","end","accesion_version"
"445",445,445,"GCF_003955715.1_NZ_CP034463.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003955715.1\index.html","#r1c6","NRP-metallophore,NRPS,T1PKS,NRPS-like","coelichelin",1,"Streptomyces","GCF_003955715.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003955715.1\",31,"NZ_CP034463.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003955715.1\GCF_003955715.1.gbk","Streptomyces aquilus strain GGCR-6 chromosome, complete genome.",10393987,"linear",1563448,1645306,"NZ_CP034463.1"
"446",446,446,"GCF_036237315.1_NZ_CP108356.1.region023",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237315.1\index.html","#r1c23","T1PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036237315.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237315.1\",31,"NZ_CP108356.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237315.1\GCF_036237315.1.gbk","Streptomyces sp. NBC_01351 chromosome, complete genome.",8455151,"linear",7187401,7269644,"NZ_CP108356.1"
"447",447,447,"GCF_001975025.1_NZ_CP015588.1.region015",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001975025.1\index.html","#r1c15","NRP-metallophore,NRPS,NI-siderophore","coelichelin",1,"Streptomyces","GCF_001975025.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001975025.1\",35,"NZ_CP015588.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001975025.1\GCF_001975025.1.gbk","Streptomyces alfalfae strain ACCC40021 chromosome, complete genome.",8625867,"linear",2476631,2547725,"NZ_CP015588.1"
"448",448,448,"GCF_003573485.1_NZ_CP032266.1.region014",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003573485.1\index.html","#r1c14","NRP-metallophore,NRPS,NI-siderophore","coelichelin",1,"Streptomyces","GCF_003573485.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003573485.1\",34,"NZ_CP032266.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003573485.1\GCF_003573485.1.gbk","Streptomyces fradiae strain NKZ-259 chromosome, complete genome.",8081458,"linear",2138751,2209845,"NZ_CP032266.1"
"449",449,449,"GCF_018141485.1_NZ_CP060742.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018141485.1\index.html","#r1c21","NI-siderophore,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_018141485.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018141485.1\",32,"NZ_CP060742.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018141485.1\GCF_018141485.1.gbk","Streptomyces alfalfae strain XN-04 chromosome, complete genome.",8254035,"linear",6242583,6313611,"NZ_CP060742.1"
"450",450,450,"GCF_016128295.1_NZ_CP065959.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016128295.1\index.html","#r1c21","NI-siderophore,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_016128295.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016128295.1\",35,"NZ_CP065959.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016128295.1\GCF_016128295.1.gbk","Streptomyces alfalfae strain Men-myco-93-63 chromosome, complete genome.",8856609,"linear",6200161,6271419,"NZ_CP065959.1"
"451",451,451,"GCF_008642315.1_NZ_CP029192.1.region014",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642315.1\index.html","#r1c14","NRP-metallophore,NRPS,NI-siderophore","coelichelin",1,"Streptomyces","GCF_008642315.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642315.1\",32,"NZ_CP029192.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642315.1\GCF_008642315.1.gbk","Streptomyces venezuelae strain ATCC 14584 chromosome, complete genome.",8942078,"linear",2342570,2413860,"NZ_CP029192.1"
"452",452,452,"GCF_008642355.1_NZ_CP029193.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642355.1\index.html","#r1c18","NI-siderophore,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_008642355.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642355.1\",29,"NZ_CP029193.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642355.1\GCF_008642355.1.gbk","Streptomyces venezuelae strain ATCC 14583 chromosome, complete genome.",8018484,"linear",6173539,6245591,"NZ_CP029193.1"
"453",453,453,"GCF_008642335.1_NZ_CP029191.1.region017",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642335.1\index.html","#r1c17","NI-siderophore,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_008642335.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642335.1\",29,"NZ_CP029191.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642335.1\GCF_008642335.1.gbk","Streptomyces venezuelae strain ATCC 14585 chromosome, complete genome.",8048154,"linear",6056166,6127091,"NZ_CP029191.1"
"454",454,454,"GCF_026810505.1_NZ_CP101750.1.region020",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_026810505.1\index.html","#r1c20","NI-siderophore,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_026810505.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_026810505.1\",34,"NZ_CP101750.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_026810505.1\GCF_026810505.1.gbk","Streptomyces sp. Je 1-369 chromosome, complete genome.",8820026,"linear",6515851,6586581,"NZ_CP101750.1"
"455",455,455,"GCF_035950875.1_NZ_CP108367.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035950875.1\index.html","#r1c4","NRP-metallophore,NRPS,melanin","coelichelin",0.9,"Streptomyces","GCF_035950875.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035950875.1\",34,"NZ_CP108367.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035950875.1\GCF_035950875.1.gbk","Streptomyces cyaneofuscatus strain NBC_01338 chromosome, complete genome.",8429929,"linear",377667,470535,"NZ_CP108367.1"
"456",456,456,"GCF_014495705.1_NZ_CP061072.1.region033",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014495705.1\index.html","#r1c33","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_014495705.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014495705.1\",36,"NZ_CP061072.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014495705.1\GCF_014495705.1.gbk","Streptomyces sp. CB00271 chromosome, complete genome.",8309852,"linear",7911618,8000979,"NZ_CP061072.1"
"457",457,457,"GCF_036346555.1_NZ_CP107823.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346555.1\index.html","#r1c30","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036346555.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346555.1\",36,"NZ_CP107823.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346555.1\GCF_036346555.1.gbk","Streptomyces anulatus strain NBC_00535 chromosome, complete genome.",8576883,"linear",8170860,8259919,"NZ_CP107823.1"
"458",458,458,"GCF_036346915.1_NZ_CP107857.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346915.1\index.html","#r1c30","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036346915.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346915.1\",33,"NZ_CP107857.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346915.1\GCF_036346915.1.gbk","Streptomyces anulatus strain NBC_00502 chromosome, complete genome.",8782423,"linear",8379769,8468801,"NZ_CP107857.1"
"459",459,459,"GCF_045208455.1_NZ_CP109347.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208455.1\index.html","#r1c30","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045208455.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208455.1\",35,"NZ_CP109347.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208455.1\GCF_045208455.1.gbk","Streptomyces anulatus strain NBC 01576 chromosome, complete genome.",8676995,"linear",8272553,8361649,"NZ_CP109347.1"
"460",460,460,"GCF_045208495.1_NZ_CP109341.1.region031",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208495.1\index.html","#r1c31","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045208495.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208495.1\",35,"NZ_CP109341.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208495.1\GCF_045208495.1.gbk","Streptomyces anulatus strain NBC_01582 chromosome, complete genome.",8627699,"linear",8217275,8305908,"NZ_CP109341.1"
"461",461,461,"GCF_045208205.1_NZ_CP109387.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208205.1\index.html","#r1c30","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045208205.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208205.1\",34,"NZ_CP109387.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208205.1\GCF_045208205.1.gbk","Streptomyces anulatus strain NBC 01543 chromosome, complete genome.",8654258,"linear",8255239,8344647,"NZ_CP109387.1"
"462",462,462,"GCF_045210015.1_NZ_CP109252.1.region030",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045210015.1\index.html","#r1c30","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045210015.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045210015.1\",34,"NZ_CP109252.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045210015.1\GCF_045210015.1.gbk","Streptomyces anulatus strain NBC 01654 chromosome, complete genome.",8739815,"linear",8335423,8424778,"NZ_CP109252.1"
"463",463,463,"GCF_045209825.1_NZ_CP109256.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209825.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045209825.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209825.1\",34,"NZ_CP109256.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209825.1\GCF_045209825.1.gbk","Streptomyces anulatus strain NBC 01651 chromosome, complete genome.",8788890,"linear",314770,404482,"NZ_CP109256.1"
"464",464,464,"GCF_045041435.1_NZ_CP108207.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041435.1\index.html","#r1c3","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045041435.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041435.1\",32,"NZ_CP108207.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041435.1\GCF_045041435.1.gbk","Streptomyces anulatus strain NBC_00107 chromosome, complete genome.",8524914,"linear",275163,364546,"NZ_CP108207.1"
"465",465,465,"GCF_036206925.1_NZ_CP108146.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036206925.1\index.html","#r1c3","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036206925.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036206925.1\",32,"NZ_CP108146.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036206925.1\GCF_036206925.1.gbk","Streptomyces anulatus strain NBC_00171 chromosome, complete genome.",8526269,"linear",275221,364604,"NZ_CP108146.1"
"466",466,466,"GCF_035917915.1_NZ_CP109125.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917915.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_035917915.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917915.1\",35,"NZ_CP109125.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917915.1\GCF_035917915.1.gbk","Streptomyces anulatus strain NBC 01759 chromosome, complete genome.",8723954,"linear",423990,513742,"NZ_CP109125.1"
"467",467,467,"GCF_036010525.1_NZ_CP108571.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010525.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036010525.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010525.1\",34,"NZ_CP108571.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010525.1\GCF_036010525.1.gbk","Streptomyces anulatus strain NBC_01196 chromosome, complete genome.",8653151,"linear",323907,413471,"NZ_CP108571.1"
"468",468,468,"GCF_016598615.1_NZ_CP066831.1.region011",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016598615.1\index.html","#r1c11","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_016598615.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016598615.1\",36,"NZ_CP066831.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016598615.1\GCF_016598615.1.gbk","Streptomyces liliifuscus strain ZYC-3 chromosome, complete genome.",11027222,"linear",1892066,1957466,"NZ_CP066831.1"
"469",469,469,"GCF_036133475.1_NZ_CP108011.1.region012",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036133475.1\index.html","#r1c12","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036133475.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036133475.1\",36,"NZ_CP108011.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036133475.1\GCF_036133475.1.gbk","Streptomyces phaeochromogenes strain NBC_00333 chromosome, complete genome.",12600221,"linear",2343728,2409180,"NZ_CP108011.1"
"470",470,470,"GCF_035918055.1_NZ_CP109135.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918055.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035918055.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918055.1\",31,"NZ_CP109135.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918055.1\GCF_035918055.1.gbk","Streptomyces phaeochromogenes strain NBC 01752 chromosome, complete genome.",12190075,"linear",1898219,1965154,"NZ_CP109135.1"
"471",471,471,"GCF_035917195.1_NZ_CP108134.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917195.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035917195.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917195.1\",33,"NZ_CP108134.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917195.1\GCF_035917195.1.gbk","Streptomyces phaeochromogenes strain NBC_00186 chromosome.",12185415,"linear",1850788,1916251,"NZ_CP108134.1"
"472",472,472,"GCF_035957715.1_NZ_CP108382.1.region023",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\index.html","#r1c23","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035957715.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\",32,"NZ_CP108382.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk","Streptomyces phaeochromogenes strain NBC_01328 chromosome, complete genome.",11713170,"linear",9726527,9791985,"NZ_CP108382.1"
"473",473,473,"GCF_045040175.1_NZ_CP109531.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040175.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\",32,"NZ_CP109531.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk","Streptomyces phaeochromogenes strain NBC_01409 chromosome, complete genome.",11619802,"linear",9543420,9608881,"NZ_CP109531.1"
"474",474,474,"GCF_045162745.1_NZ_CP108690.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045162745.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\",31,"NZ_CP108690.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk","Streptomyces phaeochromogenes strain NBC_01011 chromosome, complete genome.",12239699,"linear",9886896,9952363,"NZ_CP108690.1"
"475",475,475,"GCF_045207355.1_NZ_CP108832.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045207355.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\",31,"NZ_CP108832.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk","Streptomyces phaeochromogenes strain NBC_00856 chromosome, complete genome.",11885673,"linear",2388062,2453512,"NZ_CP108832.1"
"476",476,476,"GCF_045039855.1_NZ_CP108589.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045039855.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\",37,"NZ_CP108589.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk","Streptomyces phaeochromogenes strain NBC_01183 chromosome, complete genome.",12118633,"linear",2111142,2176601,"NZ_CP108589.1"
"478",478,478,"GCF_009936315.1_NZ_AP019620.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\index.html","#r1c4","NRP-metallophore,NRPS,ladderane","coelichelin",0.81,"Streptomyces","GCF_009936315.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\",46,"NZ_AP019620.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk","Streptomyces antimycoticus strain NBRC 100767 chromosome.",11000615,"linear",765710,859081,"NZ_AP019620.1"
"479",479,479,"GCF_018069625.1_NZ_CP072941.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\index.html","#r1c2","NRP-metallophore,NRPS,ladderane","coelichelin",0.9,"Streptomyces","GCF_018069625.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\",42,"NZ_CP072941.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk","Streptomyces yatensis strain DSM 41771 chromosome, complete genome.",10360357,"linear",321237,411170,"NZ_CP072941.1"
"480",480,480,"GCF_002007685.1_NZ_CP019798.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\index.html","#r1c22","terpene,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_002007685.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\",28,"NZ_CP019798.1","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk","Streptomyces sp. fd1-xmd chromosome, complete genome.",7929999,"linear",7362492,7425580,"NZ_CP019798.1"
