Subfolder,File,Subset,Locus.id
GCF_000091305.1,NC_013929.1.region009.gbk,0,
GCF_000091305.1,NC_013929.1.region010.gbk,0,
GCF_000091305.1,NC_013929.1.region011.gbk,0,
GCF_000091305.1,NC_013929.1.region012.gbk,0,
GCF_000091305.1,NC_013929.1.region013.gbk,0,
GCF_000091305.1,NC_013929.1.region014.gbk,0,
GCF_000091305.1,NC_013929.1.region015.gbk,0,
GCF_000091305.1,NC_013929.1.region016.gbk,0,
GCF_000091305.1,NC_013929.1.region017.gbk,0,
GCF_000091305.1,NC_013929.1.region018.gbk,0,
GCF_000091305.1,NC_013929.1.region019.gbk,0,
GCF_000091305.1,NC_013929.1.region020.gbk,1,"SCAB_RS27680,SCAB_RS27675"
GCF_000091305.1,NC_013929.1.region021.gbk,0,
GCF_000091305.1,NC_013929.1.region022.gbk,0,
GCF_000091305.1,NC_013929.1.region023.gbk,0,
GCF_000091305.1,NC_013929.1.region024.gbk,0,
GCF_000091305.1,NC_013929.1.region025.gbk,1,SCAB_RS35305
GCF_000091305.1,NC_013929.1.region026.gbk,0,
GCF_000091305.1,NC_013929.1.region027.gbk,0,
GCF_000091305.1,NC_013929.1.region028.gbk,0,
GCF_000091305.1,NC_013929.1.region029.gbk,0,
GCF_000091305.1,NC_013929.1.region030.gbk,0,
GCF_000091305.1,NC_013929.1.region031.gbk,1,"SCAB_RS40395,SCAB_RS40400"
GCF_000091305.1,NC_013929.1.region032.gbk,1,"SCAB_RS40895,SCAB_RS40900,SCAB_RS40875,SCAB_RS40880,SCAB_RS40855"
GCF_000091305.1,NC_013929.1.region033.gbk,0,
GCF_000092385.1,NC_016582.1.region001.gbk,0,
GCF_000092385.1,NC_016582.1.region002.gbk,0,
GCF_000092385.1,NC_016582.1.region003.gbk,0,
GCF_000092385.1,NC_016582.1.region004.gbk,0,
GCF_000092385.1,NC_016582.1.region005.gbk,0,
GCF_000092385.1,NC_016582.1.region006.gbk,0,
GCF_000092385.1,NC_016582.1.region007.gbk,0,
GCF_000092385.1,NC_016582.1.region008.gbk,0,
GCF_000092385.1,NC_016582.1.region009.gbk,0,
GCF_000092385.1,NC_016582.1.region010.gbk,0,
GCF_000092385.1,NC_016582.1.region011.gbk,0,
GCF_000092385.1,NC_016582.1.region012.gbk,0,
GCF_000092385.1,NC_016582.1.region013.gbk,0,
GCF_000092385.1,NC_016582.1.region014.gbk,0,
GCF_000092385.1,NC_016582.1.region015.gbk,0,
GCF_000092385.1,NC_016582.1.region016.gbk,0,
GCF_000092385.1,NC_016582.1.region017.gbk,0,
GCF_000092385.1,NC_016582.1.region018.gbk,0,
GCF_000092385.1,NC_016582.1.region019.gbk,0,
GCF_000092385.1,NC_016582.1.region020.gbk,0,
GCF_000092385.1,NC_016582.1.region021.gbk,1,"SBI_RS10700,SBI_RS10695"
GCF_000092385.1,NC_016582.1.region022.gbk,0,
GCF_000092385.1,NC_016582.1.region023.gbk,0,
GCF_000092385.1,NC_016582.1.region024.gbk,0,
GCF_000092385.1,NC_016582.1.region025.gbk,0,
GCF_000092385.1,NC_016582.1.region026.gbk,1,SBI_RS14510
GCF_000092385.1,NC_016582.1.region027.gbk,0,
GCF_000092385.1,NC_016582.1.region028.gbk,0,
GCF_000092385.1,NC_016582.1.region029.gbk,0,
GCF_000092385.1,NC_016582.1.region030.gbk,0,
GCF_000092385.1,NC_016582.1.region031.gbk,0,
GCF_000092385.1,NC_016582.1.region032.gbk,1,SBI_RS31740
GCF_000092385.1,NC_016582.1.region033.gbk,0,
GCF_000092385.1,NC_016582.1.region034.gbk,0,
GCF_000092385.1,NC_016582.1.region035.gbk,0,
GCF_000092385.1,NC_016582.1.region036.gbk,0,
GCF_000092385.1,NC_016582.1.region037.gbk,0,
GCF_000092385.1,NC_016582.1.region038.gbk,0,
GCF_000092385.1,NC_016582.1.region039.gbk,0,
GCF_000092385.1,NC_016582.1.region040.gbk,1,SBI_RS40780
GCF_000092385.1,NC_016582.1.region041.gbk,0,
GCF_000092385.1,NC_016582.1.region042.gbk,0,
GCF_000092385.1,NC_016582.1.region043.gbk,0,
GCF_000092385.1,NC_016582.1.region044.gbk,0,
GCF_000092385.1,NC_016582.1.region045.gbk,0,
GCF_000092385.1,NC_016582.1.region046.gbk,0,
GCF_000092385.1,NC_016582.1.region047.gbk,0,
GCF_000092385.1,NC_016582.1.region048.gbk,0,
GCF_000092385.1,NC_016582.1.region049.gbk,0,
GCF_000092385.1,NC_016582.1.region050.gbk,0,
GCF_000147815.2,NC_015951.1.region001.gbk,0,
GCF_000147815.2,NC_015951.1.region002.gbk,0,
GCF_000147815.2,NC_015952.1.region001.gbk,0,
GCF_000147815.2,NC_015957.1.region001.gbk,0,
GCF_000147815.2,NC_015957.1.region002.gbk,0,
GCF_000147815.2,NC_015957.1.region003.gbk,0,
GCF_000147815.2,NC_015957.1.region004.gbk,0,
GCF_000147815.2,NC_015957.1.region005.gbk,0,
GCF_000147815.2,NC_015957.1.region006.gbk,0,
GCF_000147815.2,NC_015957.1.region007.gbk,0,
GCF_000147815.2,NC_015957.1.region008.gbk,0,
GCF_000147815.2,NC_015957.1.region009.gbk,0,
GCF_000147815.2,NC_015957.1.region010.gbk,0,
GCF_000147815.2,NC_015957.1.region011.gbk,0,
GCF_000147815.2,NC_015957.1.region012.gbk,0,
GCF_000147815.2,NC_015957.1.region013.gbk,0,
GCF_000147815.2,NC_015957.1.region014.gbk,0,
GCF_000147815.2,NC_015957.1.region015.gbk,0,
GCF_000147815.2,NC_015957.1.region016.gbk,0,
GCF_000147815.2,NC_015957.1.region017.gbk,0,
GCF_000147815.2,NC_015957.1.region018.gbk,0,
GCF_000147815.2,NC_015957.1.region019.gbk,0,
GCF_000147815.2,NC_015957.1.region020.gbk,0,
GCF_000147815.2,NC_015957.1.region021.gbk,0,
GCF_000147815.2,NC_015957.1.region022.gbk,0,
GCF_000147815.2,NC_015957.1.region023.gbk,0,
GCF_000147815.2,NC_015957.1.region024.gbk,0,
GCF_000147815.2,NC_015957.1.region025.gbk,0,
GCF_000147815.2,NC_015957.1.region026.gbk,0,
GCF_000147815.2,NC_015957.1.region027.gbk,0,
GCF_000147815.2,NC_015957.1.region028.gbk,0,
GCF_000147815.2,NC_015957.1.region029.gbk,0,
GCF_000147815.2,NC_015957.1.region030.gbk,0,
GCF_000147815.2,NC_015957.1.region031.gbk,0,
GCF_000147815.2,NC_015957.1.region032.gbk,0,
GCF_000147815.2,NC_015957.1.region033.gbk,1,STRVI_RS31715
GCF_000147815.2,NC_015957.1.region034.gbk,0,
GCF_000147815.2,NC_015957.1.region035.gbk,0,
GCF_000147815.2,NC_015957.1.region036.gbk,0,
GCF_000147815.2,NC_015957.1.region037.gbk,0,
GCF_000147815.2,NC_015957.1.region038.gbk,0,
GCF_000147815.2,NC_015957.1.region039.gbk,0,
GCF_000147815.2,NC_015957.1.region040.gbk,0,
GCF_000147815.2,NC_015957.1.region041.gbk,0,
GCF_000147815.2,NC_015957.1.region042.gbk,0,
GCF_000147815.2,NC_015957.1.region043.gbk,0,
GCF_000177195.2,NC_015953.1.region001.gbk,0,
GCF_000177195.2,NC_015953.1.region002.gbk,0,
GCF_000177195.2,NC_015953.1.region003.gbk,0,
GCF_000177195.2,NC_015953.1.region004.gbk,1,"SACTE_RS03060,SACTE_RS03030,SACTE_RS03040,SACTE_RS03080,SACTE_RS03020,SACTE_RS03050,SACTE_RS03085"
GCF_000177195.2,NC_015953.1.region005.gbk,0,
GCF_000177195.2,NC_015953.1.region006.gbk,0,
GCF_000177195.2,NC_015953.1.region007.gbk,0,
GCF_000177195.2,NC_015953.1.region008.gbk,0,
GCF_000177195.2,NC_015953.1.region009.gbk,0,
GCF_000177195.2,NC_015953.1.region010.gbk,0,
GCF_000177195.2,NC_015953.1.region011.gbk,0,
GCF_000177195.2,NC_015953.1.region012.gbk,0,
GCF_000177195.2,NC_015953.1.region013.gbk,0,
GCF_000177195.2,NC_015953.1.region014.gbk,0,
GCF_000177195.2,NC_015953.1.region015.gbk,0,
GCF_000177195.2,NC_015953.1.region016.gbk,1,SACTE_RS25950
GCF_000177195.2,NC_015953.1.region017.gbk,0,
GCF_000177195.2,NC_015953.1.region018.gbk,0,
GCF_000177195.2,NC_015953.1.region019.gbk,0,
GCF_000177195.2,NC_015953.1.region020.gbk,0,
GCF_000177195.2,NC_015953.1.region021.gbk,1,"SACTE_RS31290,SACTE_RS31275"
GCF_000220705.2,NZ_CP023202.1.region001.gbk,1,"SXIN_RS00295,SXIN_RS00290"
GCF_000220705.2,NZ_CP023202.1.region002.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region003.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region004.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region005.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region006.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region007.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region008.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region009.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region010.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region011.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region012.gbk,1,"SXIN_RS05905,SXIN_RS05900"
GCF_000220705.2,NZ_CP023202.1.region013.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region014.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region015.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region016.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region017.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region018.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region019.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region020.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region021.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region022.gbk,0,
GCF_000220705.2,NZ_CP023202.1.region023.gbk,0,
GCF_000245355.1,NC_017765.1.region001.gbk,0,
GCF_000245355.1,NC_017765.1.region002.gbk,0,
GCF_000245355.1,NC_017765.1.region003.gbk,0,
GCF_000245355.1,NC_017765.1.region004.gbk,0,
GCF_000245355.1,NC_017765.1.region005.gbk,0,
GCF_000245355.1,NC_017765.1.region006.gbk,0,
GCF_000245355.1,NC_017765.1.region007.gbk,0,
GCF_000245355.1,NC_017765.1.region008.gbk,0,
GCF_000245355.1,NC_017765.1.region009.gbk,0,
GCF_000245355.1,NC_017765.1.region010.gbk,0,
GCF_000245355.1,NC_017765.1.region011.gbk,0,
GCF_000245355.1,NC_017765.1.region012.gbk,0,
GCF_000245355.1,NC_017765.1.region013.gbk,0,
GCF_000245355.1,NC_017765.1.region014.gbk,0,
GCF_000245355.1,NC_017765.1.region015.gbk,0,
GCF_000245355.1,NC_017765.1.region016.gbk,0,
GCF_000245355.1,NC_017765.1.region017.gbk,0,
GCF_000245355.1,NC_017765.1.region018.gbk,0,
GCF_000245355.1,NC_017765.1.region019.gbk,0,
GCF_000245355.1,NC_017765.1.region020.gbk,0,
GCF_000245355.1,NC_017765.1.region021.gbk,0,
GCF_000245355.1,NC_017765.1.region022.gbk,0,
GCF_000245355.1,NC_017765.1.region023.gbk,0,
GCF_000245355.1,NC_017765.1.region024.gbk,1,SHJG_RS21565
GCF_000245355.1,NC_017765.1.region025.gbk,0,
GCF_000245355.1,NC_017765.1.region026.gbk,0,
GCF_000245355.1,NC_017765.1.region027.gbk,0,
GCF_000245355.1,NC_017765.1.region028.gbk,0,
GCF_000245355.1,NC_017765.1.region029.gbk,1,SHJG_RS35495
GCF_000245355.1,NC_017765.1.region030.gbk,0,
GCF_000245355.1,NC_017765.1.region031.gbk,0,
GCF_000245355.1,NC_017765.1.region032.gbk,0,
GCF_000245355.1,NC_017765.1.region033.gbk,0,
GCF_000245355.1,NC_017765.1.region034.gbk,0,
GCF_000245355.1,NC_017765.1.region035.gbk,0,
GCF_000245355.1,NC_017765.1.region036.gbk,0,
GCF_000245355.1,NC_017765.1.region037.gbk,0,
GCF_000245355.1,NC_017765.1.region038.gbk,0,
GCF_000245355.1,NC_017765.1.region039.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region001.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region002.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region003.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region004.gbk,1,"WQO_RS01340,WQO_RS01345,WQO_RS01460,WQO_RS01305,WQO_RS01320,WQO_RS01485,WQO_RS01315,WQO_RS01500,WQO_RS01310,WQO_RS01480"
GCF_000261345.2,NZ_CP013738.1.region005.gbk,1,WQO_RS02015
GCF_000261345.2,NZ_CP013738.1.region006.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region007.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region008.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region009.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region010.gbk,1,"WQO_RS11775,WQO_RS11780"
GCF_000261345.2,NZ_CP013738.1.region011.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region012.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region013.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region014.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region015.gbk,1,"WQO_RS23040,WQO_RS23035"
GCF_000261345.2,NZ_CP013738.1.region016.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region017.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region018.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region019.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region020.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region021.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region022.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region023.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region024.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region025.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region026.gbk,0,
GCF_000261345.2,NZ_CP013738.1.region027.gbk,1,"WQO_RS32580,WQO_RS32575"
GCF_000261345.2,NZ_CP013738.1.region028.gbk,0,
GCF_000261345.2,NZ_CP013739.1.region001.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region001.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region002.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region003.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region004.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region005.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region006.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region007.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region008.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region009.gbk,1,SU9_RS06875
GCF_000280865.2,NZ_CP072931.1.region010.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region011.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region012.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region013.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region014.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region015.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region016.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region017.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region018.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region019.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region020.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region021.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region022.gbk,1,SU9_RS28085
GCF_000280865.2,NZ_CP072931.1.region023.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region024.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region025.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region026.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region027.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region028.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region029.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region030.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region031.gbk,0,
GCF_000280865.2,NZ_CP072931.1.region032.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region001.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region002.gbk,1,"STSU_RS01035,STSU_RS01040"
GCF_000297155.3,NZ_CP029159.1.region003.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region004.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region005.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region006.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region007.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region008.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region009.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region010.gbk,1,STSU_RS05870
GCF_000297155.3,NZ_CP029159.1.region011.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region012.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region013.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region014.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region015.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region016.gbk,1,STSU_RS13130
GCF_000297155.3,NZ_CP029159.1.region017.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region018.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region019.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region020.gbk,1,STSU_RS16400
GCF_000297155.3,NZ_CP029159.1.region021.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region022.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region023.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region024.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region025.gbk,1,"STSU_RS23565,STSU_RS23570"
GCF_000297155.3,NZ_CP029159.1.region026.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region027.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region028.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region029.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region030.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region031.gbk,0,
GCF_000297155.3,NZ_CP029159.1.region032.gbk,1,STSU_RS32750
GCF_000331185.2,NZ_CP048261.1.region001.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region002.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region003.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region004.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region005.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region006.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region007.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region008.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region009.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region010.gbk,1,SRIM_RS08470
GCF_000331185.2,NZ_CP048261.1.region011.gbk,1,SRIM_RS08915
GCF_000331185.2,NZ_CP048261.1.region012.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region013.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region014.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region015.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region016.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region017.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region018.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region019.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region020.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region021.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region022.gbk,1,"SRIM_RS31405,SRIM_RS31425,SRIM_RS31410,SRIM_RS31395,SRIM_RS31430,SRIM_RS31400"
GCF_000331185.2,NZ_CP048261.1.region023.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region024.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region025.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region026.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region027.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region028.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region029.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region030.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region031.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region032.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region033.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region034.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region035.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region036.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region037.gbk,1,"SRIM_RS38835,SRIM_RS38850,SRIM_RS38910,SRIM_RS38915"
GCF_000331185.2,NZ_CP048261.1.region038.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region039.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region040.gbk,0,
GCF_000331185.2,NZ_CP048261.1.region041.gbk,0,
GCF_000331185.2,NZ_CP048262.1.region001.gbk,0,
GCF_000331185.2,NZ_CP048262.1.region002.gbk,0,
GCF_000340845.1,NC_020895.1.region001.gbk,0,
GCF_000340845.1,NC_020895.1.region002.gbk,0,
GCF_000340845.1,NC_020895.1.region003.gbk,0,
GCF_000340845.1,NC_020895.1.region004.gbk,0,
GCF_000340845.1,NC_020895.1.region005.gbk,0,
GCF_000340845.1,NC_020895.1.region006.gbk,0,
GCF_000340845.1,NC_020895.1.region007.gbk,0,
GCF_000340845.1,NC_020895.1.region008.gbk,0,
GCF_000340845.1,NC_020895.1.region009.gbk,0,
GCF_000340845.1,NC_020895.1.region010.gbk,0,
GCF_000340845.1,NC_020895.1.region011.gbk,0,
GCF_000340845.1,NC_020895.1.region012.gbk,0,
GCF_000340845.1,NC_020895.1.region013.gbk,0,
GCF_000340845.1,NC_020895.1.region014.gbk,0,
GCF_000340845.1,NC_020895.1.region015.gbk,0,
GCF_000340845.1,NC_020895.1.region016.gbk,0,
GCF_000340845.1,NC_020895.1.region017.gbk,0,
GCF_000340845.1,NC_020895.1.region018.gbk,0,
GCF_000340845.1,NC_020895.1.region019.gbk,0,
GCF_000340845.1,NC_020895.1.region020.gbk,0,
GCF_000340845.1,NC_020895.1.region021.gbk,0,
GCF_000340845.1,NC_020895.1.region022.gbk,0,
GCF_000340845.1,NC_020895.1.region023.gbk,1,SHJGH_RS20190
GCF_000340845.1,NC_020895.1.region024.gbk,0,
GCF_000340845.1,NC_020895.1.region025.gbk,0,
GCF_000340845.1,NC_020895.1.region026.gbk,0,
