Subfolder,File,Subset,Locus.id
GCF_000221645.1,NC_017191.1.region010.gbk,0,
GCF_000227465.1,NC_016047.1.region001.gbk,0,
GCF_000227465.1,NC_016047.1.region002.gbk,1,GYO_RS31455
GCF_000227465.1,NC_016047.1.region003.gbk,0,
GCF_000227465.1,NC_016047.1.region004.gbk,0,
GCF_000227465.1,NC_016047.1.region005.gbk,1,GYO_RS43750
GCF_000227465.1,NC_016047.1.region006.gbk,1,GYO_RS38200
GCF_000227465.1,NC_016047.1.region007.gbk,0,
GCF_000227465.1,NC_016047.1.region008.gbk,0,
GCF_000227465.1,NC_016047.1.region009.gbk,0,
GCF_000227465.1,NC_016047.1.region010.gbk,0,
GCF_000227465.1,NC_016047.1.region011.gbk,0,
GCF_000227485.1,NC_017195.1.region001.gbk,0,
GCF_000227485.1,NC_017195.1.region002.gbk,1,I33_RS08845
GCF_000227485.1,NC_017195.1.region003.gbk,0,
GCF_000227485.1,NC_017195.1.region004.gbk,0,
GCF_000227485.1,NC_017195.1.region005.gbk,1,I33_RS20375
GCF_000227485.1,NC_017195.1.region006.gbk,1,I33_RS15315
GCF_000227485.1,NC_017195.1.region007.gbk,0,
GCF_000227485.1,NC_017195.1.region008.gbk,0,
GCF_000227485.1,NC_017195.1.region009.gbk,0,
GCF_000239195.1,NC_016779.1.region001.gbk,0,
GCF_000239195.1,NC_016779.1.region002.gbk,0,
GCF_000239195.1,NC_016779.1.region003.gbk,1,BCF_RS09585
GCF_000239195.1,NC_016779.1.region004.gbk,1,BCF_RS11610
GCF_000239195.1,NC_016779.1.region005.gbk,0,
GCF_000239195.1,NC_016779.1.region006.gbk,0,
GCF_000239195.1,NC_016779.1.region007.gbk,0,
GCF_000239195.1,NC_016779.1.region008.gbk,0,
GCF_000239195.1,NC_016779.1.region009.gbk,0,
GCF_000242855.2,NC_020272.1.region001.gbk,0,
GCF_000242855.2,NC_020272.1.region002.gbk,1,"KSO_RS04435,KSO_RS04440"
GCF_000242855.2,NC_020272.1.region003.gbk,0,
GCF_000242855.2,NC_020272.1.region004.gbk,1,KSO_RS20055
GCF_000242855.2,NC_020272.1.region005.gbk,0,
GCF_000242855.2,NC_020272.1.region006.gbk,0,
GCF_000242855.2,NC_020272.1.region007.gbk,0,
GCF_000242855.2,NC_020272.1.region008.gbk,0,
GCF_000242855.2,NC_020272.1.region009.gbk,0,
GCF_000242855.2,NC_020272.1.region010.gbk,0,
GCF_000242855.2,NC_020272.1.region011.gbk,0,
GCF_000242855.2,NC_020272.1.region012.gbk,0,
GCF_000242895.2,NC_021171.1.region001.gbk,0,
GCF_000242895.2,NC_021171.1.region002.gbk,0,
GCF_000242895.2,NC_021171.1.region003.gbk,0,
GCF_000242895.2,NC_021171.1.region004.gbk,0,
GCF_000242895.2,NC_021171.1.region005.gbk,0,
GCF_000242895.2,NC_021171.1.region006.gbk,1,"B1NLA3E_RS08115,B1NLA3E_RS08120"
GCF_000242895.2,NC_021171.1.region007.gbk,0,
GCF_000242895.2,NC_021171.1.region008.gbk,0,
GCF_000242895.2,NC_021171.1.region009.gbk,0,
GCF_000242895.2,NC_021171.1.region010.gbk,0,
GCF_000258885.1,NC_017729.1.region001.gbk,0,
GCF_000258885.1,NC_017729.1.region002.gbk,1,H9401_RS09865
GCF_000258885.1,NC_017729.1.region003.gbk,1,H9401_RS11720
GCF_000258885.1,NC_017729.1.region004.gbk,0,
GCF_000258885.1,NC_017729.1.region005.gbk,0,
GCF_000258885.1,NC_017729.1.region006.gbk,0,
GCF_000258885.1,NC_017729.1.region007.gbk,0,
GCF_000259365.1,NC_017743.1.region001.gbk,0,
GCF_000259365.1,NC_017743.1.region002.gbk,0,
GCF_000259365.1,NC_017743.1.region003.gbk,1,MY9_RS09300
GCF_000259365.1,NC_017743.1.region004.gbk,0,
GCF_000259365.1,NC_017743.1.region005.gbk,0,
GCF_000259365.1,NC_017743.1.region006.gbk,1,MY9_RS21595
GCF_000259365.1,NC_017743.1.region007.gbk,1,MY9_RS16040
GCF_000259365.1,NC_017743.1.region008.gbk,0,
GCF_000259365.1,NC_017743.1.region009.gbk,0,
GCF_000259365.1,NC_017743.1.region010.gbk,0,
GCF_000262385.1,NC_017912.1.region001.gbk,0,
GCF_000262385.1,NC_017912.1.region002.gbk,0,
GCF_000262385.1,NC_017912.1.region003.gbk,0,
GCF_000262385.1,NC_017912.1.region004.gbk,0,
GCF_000262385.1,NC_017912.1.region005.gbk,0,
GCF_000262385.1,NC_017912.1.region006.gbk,0,
GCF_000262385.1,NC_017912.1.region007.gbk,0,
GCF_000262385.1,NC_017912.1.region008.gbk,0,
GCF_000262385.1,NC_017912.1.region009.gbk,1,MUS_RS21730
GCF_000262385.1,NC_017912.1.region010.gbk,0,
GCF_000262385.1,NC_017912.1.region011.gbk,1,"MUS_RS16245,MUS_RS16250"
GCF_000262385.1,NC_017912.1.region012.gbk,0,
GCF_000262385.1,NC_017912.1.region013.gbk,0,
GCF_000262385.1,NC_017912.1.region014.gbk,0,
GCF_000283695.1,NC_016784.1.region001.gbk,0,
GCF_000283695.1,NC_016784.1.region002.gbk,0,
GCF_000283695.1,NC_016784.1.region003.gbk,0,
GCF_000283695.1,NC_016784.1.region004.gbk,0,
GCF_000283695.1,NC_016784.1.region005.gbk,0,
GCF_000283695.1,NC_016784.1.region006.gbk,0,
GCF_000283695.1,NC_016784.1.region007.gbk,0,
GCF_000283695.1,NC_016784.1.region008.gbk,0,
GCF_000283695.1,NC_016784.1.region009.gbk,0,
GCF_000283695.1,NC_016784.1.region010.gbk,1,BACAU_RS20575
GCF_000283695.1,NC_016784.1.region011.gbk,0,
GCF_000283695.1,NC_016784.1.region012.gbk,1,"BACAU_RS15250,BACAU_RS15255"
GCF_000283695.1,NC_016784.1.region013.gbk,0,
GCF_000284395.1,NC_017061.1.region001.gbk,0,
GCF_000284395.1,NC_017061.1.region002.gbk,0,
GCF_000284395.1,NC_017061.1.region003.gbk,0,
GCF_000284395.1,NC_017061.1.region004.gbk,0,
GCF_000284395.1,NC_017061.1.region005.gbk,0,
GCF_000284395.1,NC_017061.1.region006.gbk,0,
GCF_000284395.1,NC_017061.1.region007.gbk,0,
GCF_000284395.1,NC_017061.1.region008.gbk,0,
GCF_000284395.1,NC_017061.1.region009.gbk,1,BANAU_RS21735
GCF_000284395.1,NC_017061.1.region010.gbk,0,
GCF_000284395.1,NC_017061.1.region011.gbk,1,"BANAU_RS16270,BANAU_RS16275"
GCF_000284395.1,NC_017061.1.region012.gbk,0,
GCF_000284395.1,NC_017061.1.region013.gbk,0,
GCF_000284395.1,NC_017061.1.region014.gbk,0,
GCF_000292415.1,NC_018491.1.region001.gbk,0,
GCF_000292415.1,NC_018491.1.region002.gbk,0,
GCF_000292415.1,NC_018491.1.region003.gbk,0,
GCF_000292415.1,NC_018491.1.region004.gbk,0,
GCF_000292415.1,NC_018491.1.region005.gbk,0,
GCF_000292415.1,NC_018491.1.region006.gbk,1,BCK_RS23675
GCF_000292415.1,NC_018499.1.region001.gbk,0,
GCF_000292455.1,NC_018486.1.region001.gbk,0,
GCF_000292455.1,NC_018500.1.region001.gbk,0,
GCF_000292455.1,NC_018500.1.region002.gbk,0,
GCF_000292455.1,NC_018500.1.region003.gbk,0,
GCF_000292455.1,NC_018500.1.region004.gbk,0,
GCF_000292455.1,NC_018500.1.region005.gbk,0,
GCF_000292455.1,NC_018500.1.region006.gbk,0,
GCF_000292455.1,NC_018500.1.region007.gbk,1,BTG_RS08025
GCF_000292455.1,NC_018500.1.region008.gbk,1,BTG_RS09695
GCF_000292455.1,NC_018500.1.region009.gbk,0,
GCF_000292455.1,NC_018500.1.region010.gbk,0,
GCF_000292455.1,NC_018500.1.region011.gbk,0,
GCF_000292455.1,NC_018500.1.region012.gbk,0,
GCF_000292705.1,NC_018508.1.region001.gbk,0,
GCF_000292705.1,NC_018508.1.region002.gbk,0,
GCF_000292705.1,NC_018508.1.region003.gbk,1,BTF1_RS07245
GCF_000292705.1,NC_018508.1.region004.gbk,1,BTF1_RS08925
GCF_000292705.1,NC_018508.1.region005.gbk,0,
GCF_000292705.1,NC_018508.1.region006.gbk,0,
GCF_000292705.1,NC_018508.1.region007.gbk,0,
GCF_000292705.1,NC_018508.1.region008.gbk,0,
GCF_000292705.1,NC_018508.1.region009.gbk,0,
GCF_000292705.1,NC_018508.1.region010.gbk,0,
GCF_000292705.1,NC_018508.1.region011.gbk,0,
GCF_000292705.1,NC_018510.1.region001.gbk,0,
GCF_000292705.1,NC_018510.1.region002.gbk,0,
GCF_000293765.1,NC_018520.1.region001.gbk,0,
GCF_000293765.1,NC_018520.1.region002.gbk,0,
GCF_000293765.1,NC_018520.1.region003.gbk,0,
GCF_000293765.1,NC_018520.1.region004.gbk,1,B657_RS09260
GCF_000293765.1,NC_018520.1.region005.gbk,0,
GCF_000293765.1,NC_018520.1.region006.gbk,0,
GCF_000293765.1,NC_018520.1.region007.gbk,0,
GCF_000293765.1,NC_018520.1.region008.gbk,0,
GCF_000293765.1,NC_018520.1.region009.gbk,1,B657_RS16970
GCF_000293765.1,NC_018520.1.region010.gbk,0,
GCF_000293765.1,NC_018520.1.region011.gbk,0,
GCF_000293765.1,NC_018520.1.region012.gbk,0,
GCF_000293765.1,NC_018520.1.region013.gbk,0,
GCF_000293765.1,NC_018520.1.region014.gbk,0,
GCF_000295695.2,NZ_CP047131.1.region001.gbk,0,
GCF_000295695.2,NZ_CP047131.1.region002.gbk,1,BABF1_RS09550
GCF_000295695.2,NZ_CP047131.1.region003.gbk,1,BABF1_RS11335
GCF_000295695.2,NZ_CP047131.1.region004.gbk,0,
GCF_000295695.2,NZ_CP047131.1.region005.gbk,0,
GCF_000295695.2,NZ_CP047131.1.region006.gbk,0,
GCF_000295695.2,NZ_CP047131.1.region007.gbk,0,
GCF_000299555.2,NZ_CP039020.1.region001.gbk,0,
GCF_000299555.2,NZ_CP039020.1.region002.gbk,0,
